iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CHN,Asia,China,04/09/2020,89595,34,29.571,4634,0,0,62.037,0.024,0.02,3.209,0,0,0.8,,,,,,,,,,,,,14769984,10.227,0,499475.3,tests performed,,,,,,,,,,,,,,46.76,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,05/09/2020,89613,18,29.857,4634,0,0,62.05,0.012,0.021,3.209,0,0,0.78,,,,,,,,,,,,,14769984,10.227,0,494690.8,tests performed,,,,,,,,,,,,,,46.76,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,06/09/2020,89641,28,30.857,4634,0,0,62.069,0.019,0.021,3.209,0,0,0.78,,,,,,,,,,,,,14769984,10.227,0,478659.1,tests performed,,,,,,,,,,,,,,46.76,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,07/09/2020,89666,25,30.286,4634,0,0,62.086,0.017,0.021,3.209,0,0,0.8,,,,,,,,,,,,,14769984,10.227,0,487683.6,tests performed,,,,,,,,,,,,,,46.76,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,08/09/2020,89680,14,26.429,4634,0,0,62.096,0.01,0.018,3.209,0,0,0.82,,,,,,,,,,,,,14769984,10.227,0,558855.2,tests performed,,,,,,,,,,,,,,46.76,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,09/09/2020,89694,14,24,4634,0,0,62.106,0.01,0.017,3.209,0,0,0.87,,,,,,,,,,,,,14769984,10.227,0,615416,tests performed,,,,,,,,,,,,,,46.76,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,10/09/2020,89724,30,23.286,4634,0,0,62.126,0.021,0.016,3.209,0,0,0.95,,,,,,,,,,,,,14769984,10.227,0,634286,tests performed,,,,,,,,,,,,,,46.76,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,11/09/2020,89751,27,22.286,4634,0,0,62.145,0.019,0.015,3.209,0,0,1.02,,,,,,,,,,,,,14769984,10.227,0,662747.2,tests performed,,,,,,,,,,,,,,46.76,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,12/09/2020,89768,17,22.143,4634,0,0,62.157,0.012,0.015,3.209,0,0,1.08,,,,,,,,,,,,,14769984,10.227,0,667027.2,tests performed,,,,,,,,,,,,,,46.76,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,13/09/2020,89848,80,29.571,4634,0,0,62.212,0.055,0.02,3.209,0,0,1.17,,,,,,,,,,,,,14769984,10.227,0,499475.3,tests performed,,,,,,,,,,,,,,46.76,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,14/09/2020,89894,46,32.571,4634,0,0,62.244,0.032,0.023,3.209,0,0,1.12,,,,,,,,,,,,,14769984,10.227,0,453470.4,tests performed,,,,,,,,,,,,,,46.76,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,15/09/2020,89913,19,33.286,4634,0,0,62.257,0.013,0.023,3.209,0,0,1.04,,,,,,,,,,,,,14769984,10.227,0,443729.6,tests performed,,,,,,,,,,,,,,81.94,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,16/09/2020,89936,23,34.571,4634,0,0,62.273,0.016,0.024,3.209,0,0,1.03,,,,,,,,,,,,,14769984,10.227,0,427236.2,tests performed,,,,,,,,,,,,,,81.94,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,17/09/2020,89982,46,36.857,4634,0,0,62.305,0.032,0.026,3.209,0,0,1.02,,,,,,,,,,,,,14769984,10.227,0,400737.6,tests performed,,,,,,,,,,,,,,81.94,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,18/09/2020,90014,32,37.571,4634,0,0,62.327,0.022,0.026,3.209,0,0,1,,,,,,,,,,,,,14769984,10.227,0,393121.9,tests performed,,,,,,,,,,,,,,81.94,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,19/09/2020,90048,34,40,4634,0,0,62.351,0.024,0.028,3.209,0,0,0.98,,,,,,,,,,,,,14769984,10.227,0,369249.6,tests performed,,,,,,,,,,,,,,81.94,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,20/09/2020,90081,33,33.286,4634,0,0,62.374,0.023,0.023,3.209,0,0,0.95,,,,,,,,,,,,,14769984,10.227,0,443729.6,tests performed,,,,,,,,,,,,,,81.94,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,21/09/2020,90112,31,31.143,4634,0,0,62.395,0.021,0.022,3.209,0,0,0.92,,,,,,,,,,,,,14769984,10.227,0,474263.4,tests performed,,,,,,,,,,,,,,75.46,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,22/09/2020,90137,25,32,4634,0,0,62.412,0.017,0.022,3.209,0,0,0.91,,,,,,,,,,,,,14769984,10.227,0,461562,tests performed,,,,,,,,,,,,,,71.76,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,23/09/2020,90159,22,31.857,4634,0,0,62.428,0.015,0.022,3.209,0,0,0.91,,,,,,,,,,,,,14769984,10.227,0,463633.9,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,24/09/2020,90187,28,29.286,4634,0,0,62.447,0.019,0.02,3.209,0,0,0.93,,,,,,,,,,,,,14769984,10.227,0,504336,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,25/09/2020,90219,32,29.286,4634,0,0,62.469,0.022,0.02,3.209,0,0,0.95,,,,,,,,,,,,,14769984,10.227,0,504336,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,26/09/2020,90263,44,30.714,4634,0,0,62.5,0.03,0.021,3.209,0,0,0.98,,,,,,,,,,,,,14769984,10.227,0,480887.7,tests performed,,,,,,,,,,,,,,54.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,27/09/2020,90305,42,32,4634,0,0,62.529,0.029,0.022,3.209,0,0,0.98,,,,,,,,,,,,,14769984,10.227,0,461562,tests performed,,,,,,,,,,,,,,54.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,28/09/2020,90331,26,31.286,4634,0,0,62.547,0.018,0.022,3.209,0,0,0.98,,,,,,,,,,,,,14769984,10.227,0,472095.6,tests performed,,,,,,,,,,,,,,54.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,29/09/2020,90374,43,33.857,4634,0,0,62.577,0.03,0.023,3.209,0,0,1.02,,,,,,,,,,,,,14769984,10.227,0,436246.1,tests performed,,,,,,,,,,,,,,54.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,30/09/2020,90403,29,34.857,4634,0,0,62.597,0.02,0.024,3.209,0,0,1.02,,,,,,,,,,,,,14769984,10.227,0,423730.8,tests performed,,,,,,,,,,,,,,54.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,01/10/2020,90425,22,34,4634,0,0,62.612,0.015,0.024,3.209,0,0,1.01,,,,,,,,,,,,,14769984,10.227,0,434411.3,tests performed,,,,,,,,,,,,,,54.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,02/10/2020,90467,42,35.429,4634,0,0,62.641,0.029,0.025,3.209,0,0,1.03,,,,,,,,,,,,,14769984,10.227,0,416889.7,tests performed,,,,,,,,,,,,,,54.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,03/10/2020,90494,27,33,4634,0,0,62.66,0.019,0.023,3.209,0,0,1.02,,,,,,,,,,,,,14769984,10.227,0,447575.3,tests performed,,,,,,,,,,,,,,54.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,04/10/2020,90535,41,32.857,4634,0,0,62.688,0.028,0.023,3.209,0,0,1.03,,,,,,,,,,,,,14769984,10.227,0,449523.2,tests performed,,,,,,,,,,,,,,54.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,05/10/2020,90574,39,34.714,4634,0,0,62.715,0.027,0.024,3.209,0,0,1.05,,,,,,,,,,,,,14769984,10.227,0,425476.3,tests performed,,,,,,,,,,,,,,54.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,06/10/2020,90611,37,33.857,4634,0,0,62.741,0.026,0.023,3.209,0,0,1.08,,,,,,,,,,,,,14769984,10.227,0,436246.1,tests performed,,,,,,,,,,,,,,54.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,07/10/2020,90640,29,33.857,4634,0,0,62.761,0.02,0.023,3.209,0,0,1.09,,,,,,,,,,,,,14769984,10.227,0,436246.1,tests performed,,,,,,,,,,,,,,54.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,08/10/2020,90668,28,34.714,4634,0,0,62.78,0.019,0.024,3.209,0,0,1.1,,,,,,,,,,,,,14769984,10.227,0,425476.3,tests performed,,,,,,,,,,,,,,54.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,09/10/2020,90698,30,33,4634,0,0,62.801,0.021,0.023,3.209,0,0,1.1,,,,,,,,,,,,,14769984,10.227,0,447575.3,tests performed,,,,,,,,,,,,,,54.17,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,10/10/2020,90758,60,37.714,4634,0,0,62.842,0.042,0.026,3.209,0,0,1.11,,,,,,,,,,,,,14769984,10.227,0,391631.3,tests performed,,,,,,,,,,,,,,52.31,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,11/10/2020,90806,48,38.714,4634,0,0,62.876,0.033,0.027,3.209,0,0,1.07,,,,,,,,,,,,,14769984,10.227,0,381515.3,tests performed,,,,,,,,,,,,,,52.31,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,12/10/2020,90844,38,38.571,4634,0,0,62.902,0.026,0.027,3.209,0,0,1.01,,,,,,,,,,,,,14769984,10.227,0,382929.8,tests performed,,,,,,,,,,,,,,61.57,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,13/10/2020,90877,33,38,4634,0,0,62.925,0.023,0.026,3.209,0,0,1,,,,,,,,,,,,,14769984,10.227,0,388683.8,tests performed,,,,,,,,,,,,,,61.57,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,14/10/2020,90899,22,37,4634,0,0,62.94,0.015,0.026,3.209,0,0,0.99,,,,,,,,,,,,,14769984,10.227,0,399188.8,tests performed,,,,,,,,,,,,,,61.57,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,15/10/2020,90944,45,39.429,4634,0,0,62.971,0.031,0.027,3.209,0,0,1.02,,,,,,,,,,,,,14769984,10.227,0,374597,tests performed,,,,,,,,,,,,,,61.57,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,16/10/2020,90965,21,38.143,4634,0,0,62.986,0.015,0.026,3.209,0,0,1,,,,,,,,,,,,,14769984,10.227,0,387226.6,tests performed,,,,,,,,,,,,,,61.57,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,17/10/2020,90988,23,32.857,4634,0,0,63.002,0.016,0.023,3.209,0,0,1.02,,,,,,,,,,,,,14769984,10.227,0,449523.2,tests performed,,,,,,,,,,,,,,61.57,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,18/10/2020,91035,47,32.714,4634,0,0,63.034,0.033,0.023,3.209,0,0,1.06,,,,,,,,,,,,,14769984,10.227,0,451488.2,tests performed,,,,,,,,,,,,,,61.57,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,19/10/2020,91087,52,34.714,4634,0,0,63.07,0.036,0.024,3.209,0,0,1.07,,,,,,,,,,,,,14769984,10.227,0,425476.3,tests performed,,,,,,,,,,,,,,61.57,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,20/10/2020,91120,33,34.714,4634,0,0,63.093,0.023,0.024,3.209,0,0,1.09,,,,,,,,,,,,,14769984,10.227,0,425476.3,tests performed,,,,,,,,,,,,,,61.57,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,21/10/2020,91146,26,35.286,4634,0,0,63.111,0.018,0.024,3.209,0,0,1.12,,,,,,,,,,,,,14769984,10.227,0,418579.2,tests performed,,,,,,,,,,,,,,61.57,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,22/10/2020,91188,42,34.857,4634,0,0,63.14,0.029,0.024,3.209,0,0,1.17,,,,,,,,,,,,,14769984,10.227,0,423730.8,tests performed,,,,,,,,,,,,,,61.57,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,23/10/2020,91227,39,37.429,4634,0,0,63.167,0.027,0.026,3.209,0,0,1.22,,,,,,,,,,,,,14769984,10.227,0,394613.4,tests performed,,,,,,,,,,,,,,61.57,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,24/10/2020,91267,40,39.857,4634,0,0,63.195,0.028,0.028,3.209,0,0,1.29,,,,,,,,,,,,,14769984,10.227,0,370574.4,tests performed,,,,,,,,,,,,,,81.94,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,25/10/2020,91302,35,38.143,4634,0,0,63.219,0.024,0.026,3.209,0,0,1.4,,,,,,,,,,,,,14769984,10.227,0,387226.6,tests performed,,,,,,,,,,,,,,81.94,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,26/10/2020,91477,175,55.714,4634,0,0,63.34,0.121,0.039,3.209,0,0,1.56,,,,,,,,,,,,,14769984,10.227,0,265103.6,tests performed,,,,,,,,,,,,,,81.94,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,27/10/2020,91567,90,63.857,4634,0,0,63.403,0.062,0.044,3.209,0,0,1.46,,,,,,,,,,,,,14769984,10.227,0,231297.8,tests performed,,,,,,,,,,,,,,81.94,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,28/10/2020,91628,61,68.857,4634,0,0,63.445,0.042,0.048,3.209,0,0,1.32,,,,,,,,,,,,,14769984,10.227,0,214502.3,tests performed,,,,,,,,,,,,,,81.94,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,29/10/2020,91645,17,65.286,4634,0,0,63.457,0.012,0.045,3.209,0,0,1.22,,,,,,,,,,,,,14769984,10.227,0,226235.1,tests performed,,,,,,,,,,,,,,81.94,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,30/10/2020,91731,86,72,4634,0,0,63.516,0.06,0.05,3.209,0,0,1.23,,,,,,,,,,,,,14769984,10.227,0,205138.7,tests performed,,,,,,,,,,,,,,68.98,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,31/10/2020,91784,53,73.857,4634,0,0,63.553,0.037,0.051,3.209,0,0,1.19,,,,,,,,,,,,,14769984,10.227,0,199980.8,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,01/11/2020,91874,90,81.714,4634,0,0,63.615,0.062,0.057,3.209,0,0,1.2,,,,,,,,,,,,,14769984,10.227,0,180752.2,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,02/11/2020,91951,77,67.714,4634,0,0,63.668,0.053,0.047,3.209,0,0,1.17,,,,,,,,,,,,,14769984,10.227,0,218123,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,03/11/2020,92020,69,64.714,4634,0,0,63.716,0.048,0.045,3.209,0,0,1.18,,,,,,,,,,,,,14769984,10.227,0,228234.8,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,04/11/2020,92171,151,77.571,4634,0,0,63.821,0.105,0.054,3.209,0,0,1.18,,,,,,,,,,,,,14769984,10.227,0,190406,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,05/11/2020,92221,50,82.286,4634,0,0,63.855,0.035,0.057,3.209,0,0,1.06,,,,,,,,,,,,,14769984,10.227,0,179495.7,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,06/11/2020,92277,56,78,4634,0,0,63.894,0.039,0.054,3.209,0,0,0.96,,,,,,,,,,,,,14769984,10.227,0,189358.8,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,07/11/2020,92330,53,78,4634,0,0,63.931,0.037,0.054,3.209,0,0,0.88,,,,,,,,,,,,,14769984,10.227,0,189358.8,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,08/11/2020,92396,66,74.571,4634,0,0,63.977,0.046,0.052,3.209,0,0,0.82,,,,,,,,,,,,,14769984,10.227,0,198066.1,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,09/11/2020,92426,30,67.857,4634,0,0,63.997,0.021,0.047,3.209,0,0,0.74,,,,,,,,,,,,,14769984,10.227,0,217663.4,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,10/11/2020,92467,41,63.857,4634,0,0,64.026,0.028,0.044,3.209,0,0,0.74,,,,,,,,,,,,,14769984,10.227,0,231297.8,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,11/11/2020,92495,28,46.286,4634,0,0,64.045,0.019,0.032,3.209,0,0,0.72,,,,,,,,,,,,,14769984,10.227,0,319102.6,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,12/11/2020,92504,9,40.429,4634,0,0,64.051,0.006,0.028,3.209,0,0,0.7,,,,,,,,,,,,,14769984,10.227,0,365331.4,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,13/11/2020,92536,32,37,4634,0,0,64.074,0.022,0.026,3.209,0,0,0.68,,,,,,,,,,,,,14769984,10.227,0,399188.8,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,14/11/2020,92555,19,32.143,4634,0,0,64.087,0.013,0.022,3.209,0,0,0.67,,,,,,,,,,,,,14769984,10.227,0,459508.6,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,15/11/2020,92565,10,24.143,4634,0,0,64.094,0.007,0.017,3.209,0,0,0.68,,,,,,,,,,,,,14769984,10.227,0,611770.9,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,16/11/2020,92592,27,23.714,4634,0,0,64.112,0.019,0.016,3.209,0,0,0.74,,,,,,,,,,,,,14769984,10.227,0,622838.2,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,17/11/2020,92610,18,20.429,4634,0,0,64.125,0.012,0.014,3.209,0,0,0.82,,,,,,,,,,,,,14769984,10.227,0,722991,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,18/11/2020,92625,15,18.571,4634,0,0,64.135,0.01,0.013,3.209,0,0,0.93,,,,,,,,,,,,,14769984,10.227,0,795325.2,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,19/11/2020,92648,23,20.571,4634,0,0,64.151,0.016,0.014,3.209,0,0,1.09,,,,,,,,,,,,,14769984,10.227,0,718000.3,tests performed,,,,,,,,,,,,,,63.43,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,20/11/2020,92677,29,20.143,4634,0,0,64.171,0.02,0.014,3.209,0,0,1.25,,,,,,,,,,,,,14769984,10.227,0,733256.4,tests performed,,,,,,,,,,,,,,76.39,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
CHN,Asia,China,21/11/2020,92712,35,22.429,4634,0,0,64.195,0.024,0.016,3.209,0,0,1.4,,,,,,,,,,,,,14769984,10.227,0,658521.7,tests performed,,,,,,,,,,,,,,76.39,1444216102,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
